firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
Barry,Obama,28,21,0,5,368,2015-04-08,Mobile Misfits,41,Montgomery Music,41
Barry,Obama,38,29,0,6,403,2015-04-15,Mobile Misfits,44,Spokane Stallions,23
Barry,Obama,24,18,0,4,271,2015-04-22,Mobile Misfits,37,Richmond Roustabouts,35
Abe,Lincoln,5,4,0,1,72,2015-04-22,Mobile Misfits,37,Richmond Roustabouts,35
Barry,Obama,34,22,0,4,280,2015-04-29,Mobile Misfits,35,Yonkers Yellowjackets,44
Barry,Obama,38,30,0,7,469,2015-05-06,Mobile Misfits,50,Shreveport Seamen,21
Barry,Obama,31,23,0,5,393,2015-05-13,Mobile Misfits,43,San Bernardino Stalkers,27
Abe,Lincoln,4,3,0,0,57,2015-05-13,Mobile Misfits,43,San Bernardino Stalkers,27
Barry,Obama,27,21,0,3,303,2015-05-20,Mobile Misfits,38,Tacoma Touchdown-Scorers,21
Abe,Lincoln,8,6,0,1,93,2015-05-20,Mobile Misfits,38,Tacoma Touchdown-Scorers,21
Barry,Obama,37,25,0,5,409,2015-05-27,Mobile Misfits,47,Glendale Centers,3
Barry,Obama,21,16,0,3,241,2015-06-03,Mobile Misfits,40,Des Moines Desperadoes,17
Abe,Lincoln,5,4,0,1,66,2015-06-03,Mobile Misfits,40,Des Moines Desperadoes,17
Barry,Obama,38,28,0,5,375,2015-06-10,Mobile Misfits,39,Augusta Autocrats,34
Barry,Obama,37,28,0,4,363,2015-06-17,Mobile Misfits,38,Grand Rapids Gamers,16
Barry,Obama,28,22,0,5,314,2015-06-24,Mobile Misfits,42,Huntington Beach Harriers,6
William,Harrison,31,24,0,7,430,2016-03-16,Boise Bearcats,54,Modesto Misanthropes,27
George,Bush,4,3,0,0,53,2016-03-16,Boise Bearcats,54,Modesto Misanthropes,27
William,Harrison,30,23,0,5,332,2016-03-23,Boise Bearcats,38,Fremont Firebugs,23
William,Harrison,32,24,0,6,380,2016-03-30,Boise Bearcats,43,Montgomery Music,17
William,Harrison,26,21,0,5,305,2016-04-06,Boise Bearcats,35,Spokane Stallions,23
William,Harrison,29,22,0,6,425,2016-04-13,Boise Bearcats,43,Richmond Roustabouts,6
William,Harrison,33,28,0,6,454,2016-04-20,Boise Bearcats,50,Yonkers Yellowjackets,7
William,Harrison,32,23,0,6,378,2016-04-27,Boise Bearcats,42,Shreveport Seamen,34
George,Bush,3,2,0,0,29,2016-04-27,Boise Bearcats,42,Shreveport Seamen,34
William,Harrison,29,22,0,5,420,2016-05-04,Boise Bearcats,45,San Bernardino Stalkers,44
William,Harrison,29,23,0,5,371,2016-05-11,Boise Bearcats,44,Tacoma Touchdown-Scorers,35
George,Bush,3,2,0,0,27,2016-05-11,Boise Bearcats,44,Tacoma Touchdown-Scorers,35
William,Harrison,38,32,0,9,604,2016-05-18,Boise Bearcats,66,Glendale Centers,10
William,Harrison,28,21,0,5,315,2016-05-25,Boise Bearcats,40,Des Moines Desperadoes,10
William,Harrison,25,22,0,4,319,2016-06-01,Boise Bearcats,36,Augusta Autocrats,30
William,Harrison,32,28,0,6,437,2016-06-08,Boise Bearcats,43,Grand Rapids Gamers,35
William,Harrison,28,22,0,5,393,2016-06-15,Boise Bearcats,53,Huntington Beach Harriers,35
George,Bush,10,7,0,1,120,2016-06-15,Boise Bearcats,53,Huntington Beach Harriers,35
William,Harrison,26,19,0,4,341,2016-06-22,Boise Bearcats,37,Mobile Misfits,10
George,Bush,2,1,0,0,17,2016-06-22,Boise Bearcats,37,Mobile Misfits,10
Dick,Nixon,20,13,0,3,200,2016-03-16,Modesto Misanthropes,35,Fremont Firebugs,20
Ike,Eisenhower,12,3,1,1,15,2016-03-16,Modesto Misanthropes,35,Fremont Firebugs,20
Dick,Nixon,23,16,0,3,210,2016-03-23,Modesto Misanthropes,39,Montgomery Music,38
Ike,Eisenhower,4,1,1,1,4,2016-03-23,Modesto Misanthropes,39,Montgomery Music,38
Dick,Nixon,23,14,0,2,182,2016-03-30,Modesto Misanthropes,29,Spokane Stallions,37
Ike,Eisenhower,14,4,1,1,19,2016-03-30,Modesto Misanthropes,29,Spokane Stallions,37
Dick,Nixon,39,22,0,5,344,2016-04-06,Modesto Misanthropes,35,Richmond Roustabouts,13
Dick,Nixon,25,16,0,2,250,2016-04-13,Modesto Misanthropes,15,Yonkers Yellowjackets,9
Ike,Eisenhower,9,2,1,0,10,2016-04-13,Modesto Misanthropes,15,Yonkers Yellowjackets,9
Dick,Nixon,25,16,0,2,202,2016-04-20,Modesto Misanthropes,14,Shreveport Seamen,35
Dick,Nixon,33,22,0,4,342,2016-04-27,Modesto Misanthropes,39,San Bernardino Stalkers,9
Dick,Nixon,28,19,0,3,264,2016-05-04,Modesto Misanthropes,24,Tacoma Touchdown-Scorers,44
Dick,Nixon,25,18,0,3,281,2016-05-11,Modesto Misanthropes,32,Glendale Centers,3
Dick,Nixon,21,12,0,2,160,2016-05-18,Modesto Misanthropes,27,Des Moines Desperadoes,30
Ike,Eisenhower,9,2,1,1,8,2016-05-18,Modesto Misanthropes,27,Des Moines Desperadoes,30
Dick,Nixon,17,10,0,2,143,2016-05-25,Modesto Misanthropes,18,Augusta Autocrats,17
Ike,Eisenhower,9,3,1,0,13,2016-05-25,Modesto Misanthropes,18,Augusta Autocrats,17
Dick,Nixon,25,16,0,2,217,2016-06-01,Modesto Misanthropes,14,Grand Rapids Gamers,14
Dick,Nixon,23,15,0,2,180,2016-06-08,Modesto Misanthropes,22,Huntington Beach Harriers,21
Ike,Eisenhower,12,3,1,1,14,2016-06-08,Modesto Misanthropes,22,Huntington Beach Harriers,21
Dick,Nixon,26,19,0,4,308,2016-06-15,Modesto Misanthropes,31,Mobile Misfits,10
Dick,Nixon,25,17,0,3,226,2016-06-22,Modesto Misanthropes,34,Boise Bearcats,35
Ike,Eisenhower,10,3,1,1,14,2016-06-22,Modesto Misanthropes,34,Boise Bearcats,35
Dubya,Bush,27,4,1,1,18,2016-03-16,Fremont Firebugs,10,Montgomery Music,28
Dubya,Bush,39,12,1,0,43,2016-03-23,Fremont Firebugs,1,Spokane Stallions,34
Dubya,Bush,23,5,1,1,25,2016-03-30,Fremont Firebugs,18,Richmond Roustabouts,41
Rutherford,Hayes,14,3,1,1,15,2016-03-30,Fremont Firebugs,18,Richmond Roustabouts,41
Dubya,Bush,26,9,1,1,34,2016-04-06,Fremont Firebugs,18,Yonkers Yellowjackets,13
Dubya,Bush,35,12,1,1,43,2016-04-13,Fremont Firebugs,19,Shreveport Seamen,17
Dubya,Bush,22,7,1,0,31,2016-04-20,Fremont Firebugs,16,San Bernardino Stalkers,31
Rutherford,Hayes,6,2,1,1,10,2016-04-20,Fremont Firebugs,16,San Bernardino Stalkers,31
Dubya,Bush,36,13,1,1,52,2016-04-27,Fremont Firebugs,14,Tacoma Touchdown-Scorers,0
Dubya,Bush,34,7,1,1,31,2016-05-04,Fremont Firebugs,18,Glendale Centers,21
Dubya,Bush,30,9,1,1,33,2016-05-11,Fremont Firebugs,12,Des Moines Desperadoes,10
Rutherford,Hayes,2,0,1,0,0,2016-05-11,Fremont Firebugs,12,Des Moines Desperadoes,10
Dubya,Bush,36,12,1,1,53,2016-05-18,Fremont Firebugs,14,Augusta Autocrats,35
Dubya,Bush,26,6,1,0,25,2016-05-25,Fremont Firebugs,8,Grand Rapids Gamers,10
Dubya,Bush,33,8,1,0,37,2016-06-01,Fremont Firebugs,5,Huntington Beach Harriers,24
Rutherford,Hayes,4,1,1,0,4,2016-06-01,Fremont Firebugs,5,Huntington Beach Harriers,24
Dubya,Bush,38,8,1,1,37,2016-06-08,Fremont Firebugs,18,Mobile Misfits,21
Dubya,Bush,31,8,1,0,31,2016-06-15,Fremont Firebugs,4,Boise Bearcats,37
Dubya,Bush,25,4,1,1,15,2016-06-22,Fremont Firebugs,12,Modesto Misanthropes,14
Millard,Fillmore,31,24,0,4,352,2016-03-16,Montgomery Music,29,Spokane Stallions,6
Millard,Fillmore,32,25,0,6,438,2016-03-23,Montgomery Music,54,Richmond Roustabouts,21
Millard,Fillmore,21,17,0,3,283,2016-03-30,Montgomery Music,35,Yonkers Yellowjackets,0
James,Madison,10,6,0,2,85,2016-03-30,Montgomery Music,35,Yonkers Yellowjackets,0
Millard,Fillmore,24,16,0,4,296,2016-04-06,Montgomery Music,51,Shreveport Seamen,9
James,Madison,10,7,0,2,119,2016-04-06,Montgomery Music,51,Shreveport Seamen,9
Millard,Fillmore,29,25,0,5,388,2016-04-13,Montgomery Music,41,San Bernardino Stalkers,14
Millard,Fillmore,26,20,0,4,310,2016-04-20,Montgomery Music,35,Tacoma Touchdown-Scorers,37
Millard,Fillmore,26,20,0,6,374,2016-04-27,Montgomery Music,52,Glendale Centers,14
James,Madison,6,4,0,0,58,2016-04-27,Montgomery Music,52,Glendale Centers,14
Millard,Fillmore,34,24,0,7,442,2016-05-04,Montgomery Music,52,Des Moines Desperadoes,7
Millard,Fillmore,32,25,0,5,369,2016-05-11,Montgomery Music,38,Augusta Autocrats,9
Millard,Fillmore,31,25,0,6,470,2016-05-18,Montgomery Music,52,Grand Rapids Gamers,34
Millard,Fillmore,33,27,0,6,453,2016-05-25,Montgomery Music,48,Huntington Beach Harriers,9
James,Madison,1,0,0,0,0,2016-05-25,Montgomery Music,48,Huntington Beach Harriers,9
Millard,Fillmore,29,24,0,6,453,2016-06-01,Montgomery Music,49,Mobile Misfits,20
Millard,Fillmore,37,26,0,6,428,2016-06-08,Montgomery Music,52,Boise Bearcats,28
Millard,Fillmore,31,21,0,3,290,2016-06-15,Montgomery Music,24,Modesto Misanthropes,14
Millard,Fillmore,34,25,0,6,421,2016-06-22,Montgomery Music,45,Fremont Firebugs,0
Gerry,Ford,25,11,1,0,81,2016-03-16,Spokane Stallions,8,Richmond Roustabouts,17
Bill,Clinton,5,2,0,1,21,2016-03-16,Spokane Stallions,8,Richmond Roustabouts,17
Gerry,Ford,38,19,1,1,125,2016-03-23,Spokane Stallions,18,Yonkers Yellowjackets,16
Gerry,Ford,37,11,1,0,76,2016-03-30,Spokane Stallions,3,Shreveport Seamen,21
Gerry,Ford,25,10,1,0,86,2016-04-06,Spokane Stallions,8,San Bernardino Stalkers,10
Gerry,Ford,32,15,1,1,109,2016-04-13,Spokane Stallions,9,Tacoma Touchdown-Scorers,16
Gerry,Ford,21,8,1,1,58,2016-04-20,Spokane Stallions,19,Glendale Centers,0
Bill,Clinton,11,5,0,1,40,2016-04-20,Spokane Stallions,19,Glendale Centers,0
Gerry,Ford,37,16,1,0,136,2016-04-27,Spokane Stallions,10,Des Moines Desperadoes,37
Gerry,Ford,28,11,1,0,80,2016-05-04,Spokane Stallions,11,Augusta Autocrats,35
Bill,Clinton,2,0,0,0,0,2016-05-04,Spokane Stallions,11,Augusta Autocrats,35
Gerry,Ford,27,9,1,1,66,2016-05-11,Spokane Stallions,10,Grand Rapids Gamers,7
Gerry,Ford,26,11,1,0,70,2016-05-18,Spokane Stallions,4,Huntington Beach Harriers,27
Gerry,Ford,33,13,1,1,88,2016-05-25,Spokane Stallions,12,Mobile Misfits,27
Gerry,Ford,32,11,1,0,84,2016-06-01,Spokane Stallions,3,Boise Bearcats,28
Gerry,Ford,30,11,1,0,77,2016-06-08,Spokane Stallions,10,Modesto Misanthropes,37
Gerry,Ford,32,11,1,0,92,2016-06-15,Spokane Stallions,1,Fremont Firebugs,21
Gerry,Ford,31,11,1,0,92,2016-06-22,Spokane Stallions,11,Montgomery Music,6
Jack,Kennedy,33,13,1,1,67,2016-03-16,Richmond Roustabouts,11,Yonkers Yellowjackets,7
Jack,Kennedy,32,10,1,1,51,2016-03-23,Richmond Roustabouts,8,Shreveport Seamen,41
Jack,Kennedy,30,12,1,0,59,2016-03-30,Richmond Roustabouts,18,San Bernardino Stalkers,27
Sam,Grant,3,1,1,1,6,2016-03-30,Richmond Roustabouts,18,San Bernardino Stalkers,27
Jack,Kennedy,24,8,1,1,52,2016-04-06,Richmond Roustabouts,19,Tacoma Touchdown-Scorers,13
Sam,Grant,3,1,1,0,5,2016-04-06,Richmond Roustabouts,19,Tacoma Touchdown-Scorers,13
Jack,Kennedy,39,11,1,1,71,2016-04-13,Richmond Roustabouts,8,Glendale Centers,30
Jack,Kennedy,33,9,1,0,58,2016-04-20,Richmond Roustabouts,2,Des Moines Desperadoes,17
Jack,Kennedy,28,10,1,0,57,2016-04-27,Richmond Roustabouts,9,Augusta Autocrats,30
Jack,Kennedy,28,8,1,1,49,2016-05-04,Richmond Roustabouts,17,Grand Rapids Gamers,14
Sam,Grant,1,0,1,0,0,2016-05-04,Richmond Roustabouts,17,Grand Rapids Gamers,14
Jack,Kennedy,32,10,1,1,69,2016-05-11,Richmond Roustabouts,12,Huntington Beach Harriers,23
Jack,Kennedy,31,9,1,0,56,2016-05-18,Richmond Roustabouts,10,Mobile Misfits,0
Sam,Grant,6,1,1,0,6,2016-05-18,Richmond Roustabouts,10,Mobile Misfits,0
Jack,Kennedy,25,6,1,1,41,2016-05-25,Richmond Roustabouts,25,Boise Bearcats,27
Sam,Grant,13,4,1,1,23,2016-05-25,Richmond Roustabouts,25,Boise Bearcats,27
Jack,Kennedy,27,11,1,0,55,2016-06-01,Richmond Roustabouts,11,Modesto Misanthropes,9
Sam,Grant,6,2,1,1,11,2016-06-01,Richmond Roustabouts,11,Modesto Misanthropes,9
Jack,Kennedy,32,12,1,0,60,2016-06-08,Richmond Roustabouts,8,Fremont Firebugs,20
Jack,Kennedy,24,5,1,0,30,2016-06-15,Richmond Roustabouts,12,Montgomery Music,24
Sam,Grant,14,4,1,0,25,2016-06-15,Richmond Roustabouts,12,Montgomery Music,24
Jack,Kennedy,29,12,1,0,69,2016-06-22,Richmond Roustabouts,2,Spokane Stallions,44
Lyndon,Johnson,34,24,0,6,443,2016-03-16,Yonkers Yellowjackets,42,Shreveport Seamen,9
Lyndon,Johnson,27,20,0,5,362,2016-03-23,Yonkers Yellowjackets,38,San Bernardino Stalkers,7
Lyndon,Johnson,26,21,0,5,389,2016-03-30,Yonkers Yellowjackets,37,Tacoma Touchdown-Scorers,3
Herbert,Hoover,12,7,0,0,72,2016-03-30,Yonkers Yellowjackets,37,Tacoma Touchdown-Scorers,3
Lyndon,Johnson,26,20,0,4,349,2016-04-06,Yonkers Yellowjackets,33,Glendale Centers,10
Lyndon,Johnson,26,20,0,4,364,2016-04-13,Yonkers Yellowjackets,28,Des Moines Desperadoes,6
Lyndon,Johnson,28,22,0,5,331,2016-04-20,Yonkers Yellowjackets,41,Augusta Autocrats,14
Lyndon,Johnson,36,28,0,7,470,2016-04-27,Yonkers Yellowjackets,58,Grand Rapids Gamers,41
Lyndon,Johnson,22,16,0,3,283,2016-05-04,Yonkers Yellowjackets,29,Huntington Beach Harriers,37
Herbert,Hoover,2,1,0,0,12,2016-05-04,Yonkers Yellowjackets,29,Huntington Beach Harriers,37
Lyndon,Johnson,27,20,0,4,317,2016-05-11,Yonkers Yellowjackets,31,Mobile Misfits,16
Lyndon,Johnson,27,22,0,6,376,2016-05-18,Yonkers Yellowjackets,46,Boise Bearcats,37
Herbert,Hoover,8,4,0,0,38,2016-05-18,Yonkers Yellowjackets,46,Boise Bearcats,37
Lyndon,Johnson,26,18,0,3,242,2016-05-25,Yonkers Yellowjackets,25,Modesto Misanthropes,44
Lyndon,Johnson,31,20,0,5,328,2016-06-01,Yonkers Yellowjackets,45,Fremont Firebugs,21
Lyndon,Johnson,24,16,0,4,275,2016-06-08,Yonkers Yellowjackets,29,Montgomery Music,10
Lyndon,Johnson,25,18,0,4,302,2016-06-15,Yonkers Yellowjackets,39,Spokane Stallions,38
Lyndon,Johnson,25,20,0,4,325,2016-06-22,Yonkers Yellowjackets,32,Richmond Roustabouts,31
Herbert,Hoover,6,3,0,0,33,2016-06-22,Yonkers Yellowjackets,32,Richmond Roustabouts,31
Cal,Coolidge,36,11,1,0,60,2016-03-16,Shreveport Seamen,1,San Bernardino Stalkers,34
Cal,Coolidge,26,7,1,0,48,2016-03-23,Shreveport Seamen,6,Tacoma Touchdown-Scorers,9
Cal,Coolidge,26,10,1,0,53,2016-03-30,Shreveport Seamen,8,Glendale Centers,7
Cal,Coolidge,32,9,1,1,61,2016-04-06,Shreveport Seamen,7,Des Moines Desperadoes,38
Cal,Coolidge,27,8,1,0,46,2016-04-13,Shreveport Seamen,9,Augusta Autocrats,7
Cal,Coolidge,39,16,1,1,106,2016-04-20,Shreveport Seamen,12,Grand Rapids Gamers,3
Cal,Coolidge,39,15,1,1,105,2016-04-27,Shreveport Seamen,16,Huntington Beach Harriers,16
Cal,Coolidge,25,8,1,0,46,2016-05-04,Shreveport Seamen,8,Mobile Misfits,13
Cal,Coolidge,39,10,1,1,51,2016-05-11,Shreveport Seamen,9,Boise Bearcats,24
Cal,Coolidge,36,12,1,0,74,2016-05-18,Shreveport Seamen,10,Modesto Misanthropes,27
Cal,Coolidge,31,10,1,1,63,2016-05-25,Shreveport Seamen,14,Fremont Firebugs,17
Cal,Coolidge,37,13,1,1,92,2016-06-01,Shreveport Seamen,17,Montgomery Music,41
Cal,Coolidge,35,14,1,0,89,2016-06-08,Shreveport Seamen,10,Spokane Stallions,28
Cal,Coolidge,39,12,1,1,61,2016-06-15,Shreveport Seamen,19,Richmond Roustabouts,35
Cal,Coolidge,33,9,1,0,56,2016-06-22,Shreveport Seamen,1,Yonkers Yellowjackets,35
William,McKinley,25,6,1,0,33,2016-03-16,San Bernardino Stalkers,12,Tacoma Touchdown-Scorers,17
William,McKinley,29,6,1,1,29,2016-03-23,San Bernardino Stalkers,7,Glendale Centers,41
William,McKinley,29,11,1,0,55,2016-03-30,San Bernardino Stalkers,3,Des Moines Desperadoes,38
William,McKinley,28,9,1,1,46,2016-04-06,San Bernardino Stalkers,22,Augusta Autocrats,3
Jimmy,Carter,10,5,0,1,42,2016-04-06,San Bernardino Stalkers,22,Augusta Autocrats,3
William,McKinley,17,6,1,0,33,2016-04-13,San Bernardino Stalkers,13,Grand Rapids Gamers,17
Jimmy,Carter,10,4,0,1,34,2016-04-13,San Bernardino Stalkers,13,Grand Rapids Gamers,17
William,McKinley,28,9,1,1,50,2016-04-20,San Bernardino Stalkers,18,Huntington Beach Harriers,17
Jimmy,Carter,5,2,0,0,20,2016-04-20,San Bernardino Stalkers,18,Huntington Beach Harriers,17
William,McKinley,39,9,1,1,44,2016-04-27,San Bernardino Stalkers,12,Mobile Misfits,23
William,McKinley,37,11,1,0,52,2016-05-04,San Bernardino Stalkers,8,Boise Bearcats,20
William,McKinley,26,10,1,1,47,2016-05-11,San Bernardino Stalkers,14,Modesto Misanthropes,37
William,McKinley,39,13,1,0,65,2016-05-18,San Bernardino Stalkers,7,Fremont Firebugs,38
William,McKinley,39,13,1,0,66,2016-05-25,San Bernardino Stalkers,4,Montgomery Music,30
William,McKinley,35,9,1,1,45,2016-06-01,San Bernardino Stalkers,8,Spokane Stallions,14
William,McKinley,32,9,1,0,54,2016-06-08,San Bernardino Stalkers,6,Richmond Roustabouts,21
William,McKinley,35,8,1,1,44,2016-06-15,San Bernardino Stalkers,8,Yonkers Yellowjackets,34
William,McKinley,21,7,1,1,31,2016-06-22,San Bernardino Stalkers,20,Shreveport Seamen,37
Jimmy,Carter,14,6,0,1,53,2016-06-22,San Bernardino Stalkers,20,Shreveport Seamen,37
Tom,Jefferson,25,14,0,1,153,2016-03-16,Tacoma Touchdown-Scorers,17,Glendale Centers,13
Harry,Truman,3,1,1,0,6,2016-03-16,Tacoma Touchdown-Scorers,17,Glendale Centers,13
Tom,Jefferson,19,10,0,0,96,2016-03-23,Tacoma Touchdown-Scorers,15,Des Moines Desperadoes,17
Harry,Truman,5,1,1,1,6,2016-03-23,Tacoma Touchdown-Scorers,15,Des Moines Desperadoes,17
Tom,Jefferson,27,13,0,0,124,2016-03-30,Tacoma Touchdown-Scorers,7,Augusta Autocrats,21
Harry,Truman,1,0,1,0,0,2016-03-30,Tacoma Touchdown-Scorers,7,Augusta Autocrats,21
Tom,Jefferson,27,15,0,2,138,2016-04-06,Tacoma Touchdown-Scorers,17,Grand Rapids Gamers,20
Tom,Jefferson,39,21,0,1,197,2016-04-13,Tacoma Touchdown-Scorers,9,Huntington Beach Harriers,31
Tom,Jefferson,31,16,0,1,149,2016-04-20,Tacoma Touchdown-Scorers,10,Mobile Misfits,0
Harry,Truman,3,0,1,0,0,2016-04-20,Tacoma Touchdown-Scorers,10,Mobile Misfits,0
Tom,Jefferson,29,16,0,1,166,2016-04-27,Tacoma Touchdown-Scorers,11,Boise Bearcats,35
Tom,Jefferson,39,16,0,1,148,2016-05-04,Tacoma Touchdown-Scorers,16,Modesto Misanthropes,37
Tom,Jefferson,22,9,0,1,95,2016-05-11,Tacoma Touchdown-Scorers,9,Fremont Firebugs,41
Harry,Truman,7,2,1,0,11,2016-05-11,Tacoma Touchdown-Scorers,9,Fremont Firebugs,41
Tom,Jefferson,32,17,0,2,163,2016-05-18,Tacoma Touchdown-Scorers,23,Montgomery Music,44
Tom,Jefferson,32,15,0,2,165,2016-05-25,Tacoma Touchdown-Scorers,22,Spokane Stallions,41
Tom,Jefferson,28,16,0,1,154,2016-06-01,Tacoma Touchdown-Scorers,7,Richmond Roustabouts,27
Harry,Truman,2,0,1,0,0,2016-06-01,Tacoma Touchdown-Scorers,7,Richmond Roustabouts,27
Tom,Jefferson,15,7,0,0,70,2016-06-08,Tacoma Touchdown-Scorers,5,Yonkers Yellowjackets,16
Harry,Truman,9,3,1,0,20,2016-06-08,Tacoma Touchdown-Scorers,5,Yonkers Yellowjackets,16
Tom,Jefferson,24,13,0,0,118,2016-06-15,Tacoma Touchdown-Scorers,0,Shreveport Seamen,41
Tom,Jefferson,27,15,0,2,148,2016-06-22,Tacoma Touchdown-Scorers,25,San Bernardino Stalkers,34
Andrew,Johnson,29,21,0,5,330,2016-03-16,Glendale Centers,45,Des Moines Desperadoes,27
John,Tyler,7,2,1,1,11,2016-03-16,Glendale Centers,45,Des Moines Desperadoes,27
Andrew,Johnson,37,26,0,5,406,2016-03-23,Glendale Centers,37,Augusta Autocrats,24
Andrew,Johnson,31,20,0,4,332,2016-03-30,Glendale Centers,45,Grand Rapids Gamers,7
John,Tyler,4,1,1,1,5,2016-03-30,Glendale Centers,45,Grand Rapids Gamers,7
Andrew,Johnson,17,12,0,2,183,2016-04-06,Glendale Centers,27,Huntington Beach Harriers,24
John,Tyler,9,3,1,1,15,2016-04-06,Glendale Centers,27,Huntington Beach Harriers,24
Andrew,Johnson,26,18,0,4,253,2016-04-13,Glendale Centers,30,Mobile Misfits,14
John,Tyler,2,0,1,0,0,2016-04-13,Glendale Centers,30,Mobile Misfits,14
Andrew,Johnson,20,13,0,2,196,2016-04-20,Glendale Centers,21,Boise Bearcats,20
John,Tyler,4,1,1,0,6,2016-04-20,Glendale Centers,21,Boise Bearcats,20
Andrew,Johnson,38,27,0,5,472,2016-04-27,Glendale Centers,43,Modesto Misanthropes,20
Andrew,Johnson,34,23,0,4,332,2016-05-04,Glendale Centers,36,Fremont Firebugs,34
Andrew,Johnson,20,14,0,2,190,2016-05-11,Glendale Centers,25,Montgomery Music,13
John,Tyler,6,2,1,1,11,2016-05-11,Glendale Centers,25,Montgomery Music,13
Andrew,Johnson,20,13,0,3,161,2016-05-18,Glendale Centers,27,Spokane Stallions,34
John,Tyler,5,2,1,0,12,2016-05-18,Glendale Centers,27,Spokane Stallions,34
Andrew,Johnson,27,18,0,4,254,2016-05-25,Glendale Centers,29,Richmond Roustabouts,10
John,Tyler,4,1,1,0,6,2016-05-25,Glendale Centers,29,Richmond Roustabouts,10
Andrew,Johnson,36,28,0,7,480,2016-06-01,Glendale Centers,56,Yonkers Yellowjackets,37
Andrew,Johnson,31,19,0,3,253,2016-06-08,Glendale Centers,29,Shreveport Seamen,31
John,Tyler,2,0,1,0,0,2016-06-08,Glendale Centers,29,Shreveport Seamen,31
Andrew,Johnson,33,20,0,3,299,2016-06-15,Glendale Centers,27,San Bernardino Stalkers,34
John,Tyler,2,0,1,0,0,2016-06-15,Glendale Centers,27,San Bernardino Stalkers,34
Andrew,Johnson,26,20,0,5,323,2016-06-22,Glendale Centers,36,Tacoma Touchdown-Scorers,31
John,Tyler,2,0,1,0,0,2016-06-22,Glendale Centers,36,Tacoma Touchdown-Scorers,31
Andy,Jackson,34,20,0,2,248,2016-03-16,Des Moines Desperadoes,16,Augusta Autocrats,20
Andy,Jackson,18,11,0,1,145,2016-03-23,Des Moines Desperadoes,18,Grand Rapids Gamers,6
Big Bill,Taft,6,1,1,1,5,2016-03-23,Des Moines Desperadoes,18,Grand Rapids Gamers,6
Andy,Jackson,34,18,0,2,212,2016-03-30,Des Moines Desperadoes,15,Huntington Beach Harriers,17
Andy,Jackson,27,19,0,2,206,2016-04-06,Des Moines Desperadoes,15,Mobile Misfits,9
Andy,Jackson,27,17,0,2,246,2016-04-13,Des Moines Desperadoes,22,Boise Bearcats,41
Andy,Jackson,17,10,0,1,149,2016-04-20,Des Moines Desperadoes,25,Modesto Misanthropes,37
Big Bill,Taft,9,2,1,1,10,2016-04-20,Des Moines Desperadoes,25,Modesto Misanthropes,37
Andy,Jackson,28,16,0,1,181,2016-04-27,Des Moines Desperadoes,22,Fremont Firebugs,14
Big Bill,Taft,8,2,1,1,8,2016-04-27,Des Moines Desperadoes,22,Fremont Firebugs,14
Andy,Jackson,23,15,0,3,189,2016-05-04,Des Moines Desperadoes,28,Montgomery Music,17
Big Bill,Taft,6,1,1,0,4,2016-05-04,Des Moines Desperadoes,28,Montgomery Music,17
Andy,Jackson,27,19,0,2,261,2016-05-11,Des Moines Desperadoes,19,Spokane Stallions,44
Andy,Jackson,34,20,0,4,303,2016-05-18,Des Moines Desperadoes,40,Richmond Roustabouts,35
Andy,Jackson,29,18,0,2,221,2016-05-25,Des Moines Desperadoes,14,Yonkers Yellowjackets,14
Andy,Jackson,34,22,0,3,297,2016-06-01,Des Moines Desperadoes,28,Shreveport Seamen,21
Andy,Jackson,27,18,0,3,208,2016-06-08,Des Moines Desperadoes,21,San Bernardino Stalkers,37
Andy,Jackson,34,18,0,3,272,2016-06-15,Des Moines Desperadoes,31,Tacoma Touchdown-Scorers,24
Andy,Jackson,38,22,0,4,280,2016-06-22,Des Moines Desperadoes,31,Glendale Centers,10
Quinn,Adams,31,25,0,4,353,2016-03-16,Augusta Autocrats,28,Grand Rapids Gamers,6
Quinn,Adams,25,20,0,5,293,2016-03-23,Augusta Autocrats,38,Huntington Beach Harriers,41
Dutch,Reagan,6,1,1,0,6,2016-03-23,Augusta Autocrats,38,Huntington Beach Harriers,41
Quinn,Adams,30,24,0,5,360,2016-03-30,Augusta Autocrats,41,Mobile Misfits,24
Quinn,Adams,28,20,0,6,381,2016-04-06,Augusta Autocrats,49,Boise Bearcats,0
Quinn,Adams,26,20,0,3,274,2016-04-13,Augusta Autocrats,30,Modesto Misanthropes,7
Quinn,Adams,29,23,0,6,421,2016-04-20,Augusta Autocrats,47,Fremont Firebugs,9
Quinn,Adams,26,22,0,5,333,2016-04-27,Augusta Autocrats,46,Montgomery Music,14
Dutch,Reagan,4,1,1,0,7,2016-04-27,Augusta Autocrats,46,Montgomery Music,14
Quinn,Adams,31,25,0,4,345,2016-05-04,Augusta Autocrats,37,Spokane Stallions,28
Dutch,Reagan,1,0,1,0,0,2016-05-04,Augusta Autocrats,37,Spokane Stallions,28
Quinn,Adams,28,22,0,4,327,2016-05-11,Augusta Autocrats,36,Richmond Roustabouts,17
Quinn,Adams,36,26,0,7,439,2016-05-18,Augusta Autocrats,55,Yonkers Yellowjackets,10
